<L3Circuits>,,,,,,,,,,
Name,NodeA,InterfaceA,NodeB,InterfaceB,Capacity,L1CircuitNodeA,L1CircuitPortA,L1CircuitNodeB,L1CircuitPortB,Tags
I1002/GE40/PHLAPAGE/PHLAPAGE,PHLAPAGE-0332707A,FortyGigE0/5/0/4.4001,PHLAPAGE-0332709A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/NYCQNYAS/NYCQNYAS,NYCQNYAS-0332537A,FortyGigE0/0/8/0,NYCQNYAS-0332644A,FortyGigE0/0/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/EORNNJEO/EORNNJEO,EORNNJEO-0110209A,FortyGigE0/0/7/0,EORNNJEO-0112349A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1015/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121201A,HundredGigE0/8/0/1.4001,SYOSNYGN-0121202,HundredGigE0/0/1/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE40/FRDLNJ01/FRDLNJ01,FRDLNJ01-0112306A,FortyGigE0/3/0/0.4001,FRDLNJ01-0112400A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1004/GE40/NYCKNYKP/NYCKNYKP,NYCKNYKP-0335507A,FortyGigE0/5/0/3.4001,NYCKNYKP-0335602A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/BDMNNJ01/BRVLNJBE,BDMNNJ01-0113703A,HundredGigE0/11/0/11/2.4001,BRVLNJBE-0221603A,HundredGigE0/9/0/11/2.4001,100000,BDMNNJ01-0113709A,I1001/OTUC2/BDMNNJ01/BRVLNJBE,BRVLNJBE-0221609A,I1001/OTUC2/BDMNNJ01/BRVLNJBE,L1 circuit field is correct as provided
I1001/GE100/BRVLNJBE/MRTWNJMR,BRVLNJBE-0221603A,HundredGigE0/3/0/11/2.4001,MRTWNJMR-0221305A,HundredGigE0/2/0/11/2.4001,100000,BRVLNJBE-0221609A,I1001/OTUC2/BRVLNJBE/MRTWNJMR,MRTWNJMR-0221311A,I1001/OTUC2/BRVLNJBE/MRTWNJMR,L1 circuit field is correct as provided
I1001/GE100/LKHRNJ01/LKWDNJLK,LKHRNJ01-0111009A,HundredGigE0/4/0/11/2.4001,LKWDNJLK-0221008A,HundredGigE0/15/0/11/2.4001,100000,LKHRNJ01-0111003A,I1001/OTUC2/LKHRNJ01/LKWDNJLK,LKWDNJLK-0221002A,I1001/OTUC2/LKHRNJ01/LKWDNJLK,L1 circuit field is correct as provided
I1003/GE40/PTSNNJAR/PTSNNJAR,PTSNNJAR-013530A,FortyGigE0/0/8/0,PTSNNJAR-013707A,FortyGigE0/11/0/3.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/BDMNNJ01/BDMNNJ01,BDMNNJ01-0112642A,FortyGigE0/0/7/0,BDMNNJ01-0113703A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/KYPTNJKY/KYPTNJKY,KYPTNJKY-0111626A,FortyGigE0/0/8/0,KYPTNJKY-0111820A,FortyGigE0/11/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CLCRNYCC/HYPKNYHK,CLCRNYCC-0110109A,HundredGigE0/4/0/0.4001,HYPKNYHK-0110611A,HundredGigE0/6/0/0.4001,100000,,,,,L1 circuit not found
I1003/GE40/NYCKNYKP/NYCKNYKP,NYCKNYKP-0335507A,FortyGigE0/1/0/3.4001,NYCKNYKP-0335602A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/NWRKNJ02/WSFDNJWS,NWRKNJ02-0662317A,HundredGigE0/11/0/11/2.4001,WSFDNJWS-0223203A,HundredGigE0/11/0/11/2.4001,100000,NWRKNJ02-0662323A,I1002/OTUC2/NWRKNJ02/WSFDNJWS,WSFDNJWS-0223209A,I1002/OTUC2/NWRKNJ02/WSFDNJWS,L1 circuit field is correct as provided
I1002/GE40/PRPLNJPA/PRPLNJPA,PRPLNJPA-0110505A,FortyGigE0/0/7/0,PRPLNJPA-0110511A,FortyGigE0/4/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/LVTWNYLT/LVTWNYLT,LVTWNYLT-0111908A,FortyGigE0/0/0/4.4001,LVTWNYLT-0111912A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/RGWDNJRW/RVDLNJPL,RGWDNJRW-0110427A,HundredGigE0/4/0/11/2.4001,RVDLNJPL-0226429A,HundredGigE0/6/0/11/2.4001,100000,RGWDNJRW-0110326A,I1001/OTUC2/RGWDNJRW/RVDLNJPL,RVDLNJPL-0226328A,I1001/OTUC2/RGWDNJRW/RVDLNJPL,L1 circuit field is correct as provided
I1002/GE40/FNPKNJFP/FNPKNJFP,FNPKNJFP-0110116A,FortyGigE0/12/0/4.4001,FNPKNJFP-0115216A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PLVWNYPV/SYOSNYSY,PLVWNYPV-0110810A,HundredGigE0/7/0/11/2.4001,SYOSNYSY-0112317A,HundredGigE0/15/0/10/2.4001,100000,PLVWNYPV-0110804A,I1001/OTUC2/PLVWNYPV/SYOSNYSY,SYOSNYSY-0112323A,I1001/OTUC2/PLVWNYPV/SYOSNYSY,L1 circuit field is correct as provided
I1001/GE100/EHTNNYEH/SGHRNYSG,EHTNNYEH-0112407A,HundredGigE0/3/0/0.4001,SGHRNYSG-0111005A,HundredGigE0/1/0/0.4001,100000,,,,,L1 circuit not found
,,,,,,,,,,
circuit_id,router,BDI,nonBDI_intf,,,,,,,
I1001/GE  10/NYCANYVY/NYCMNYPS,NYCMNYPS-0995413A,BDI1011,TenGigabitEthernet0/4/5,,,,,,,
I1001/GE10/CORNNYGY/NYCQNYCO,NYCQNYCO-0111600A,BDI1054,TenGigabitEthernet0/3/1,,,,,,,
I1001/GE10/ELOPFLAS/TAMQFLDQ,TAMQFLDQ-0110002A,BDI1050,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/ELZBNJEL/ELZBNJVC,ELZBNJEL-0336408A,BDI1000,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/EORNNJEO/ORNGNJDI,EORNNJEO-0110209A,BDI1000,TenGigabitEthernet0/2/16,,,,,,,
I1001/GE10/FLSHNYFO/NYCQNYFL,NYCQNYFL-02229A06A,BDI1052,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/FRRKNYAR/NYCQNYFR,NYCQNYFR-0330302A,BDI1050,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/GRNDFLAD/TAMQFLSZ,TAMQFLSZ-01829A,BDI1051,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/HLDYFLCG/TRSPFL06,TRSPFL06-0110105A,BDI1052,TenGigabitEthernet0/3/1,,,,,,,
I1001/GE10/IVTNNJES/NWRLNJGV,IVTNNJES-0220229A,BDI1000,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/JCSNNJBV/VNHSNJVH,VNHSNJVH-0110020A,BDI1000,TenGigabitEthernet0/14/16,,,,,,,
I1001/GE10/LNLKFLHU/LNLKFLKF,LNLKFLKF-0110104A,BDI1051,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/LVLTNJSP/SSHGNJAA,LVLTNJSP-0110912A,BDI1000,TenGigabitEthernet0/14/16,,,,,,,
I1001/GE10/MRTWNJMR/PRNYNJ87,MRTWNJMR-0221030A,BDI1000,TenGigabitEthernet0/14/16,,,,,,,
I1001/GE10/NIAPNJ01/NWRKNJ02,NWRKNJ02-0662223A,BDI1051,TenGigabitEthernet0/15/16,,,,,,,
I1001/GE10/NYBLNYIB/NYCKNYBR,NYCKNYBR-0110201A,BDI1050,TenGigabitEthernet0/4/4,,,,,,,
I1001/GE10/NYBMNYJK/NYCKNYWM,NYCKNYWM-0555115A,BDI1051,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYBMNYOL/NYCKNYRA,NYCKNYRA-0225412A,BDI1054,TenGigabitEthernet0/3/4,,,,,,,
I1001/GE10/NYBMNYUR/NYCKNYBU,NYCKNYBU-0338013A,BDI1056,TenGigabitEthernet0/4/1,,,,,,,
I1001/GE10/NYCANY44/NYCMNYBS,NYCMNYBS-15152308A,BDI1002,TenGigabitEthernet0/4/1,,,,,,,
I1001/GE10/NYCANYEQ/NYCMNY97,NYCMNY97-0446000A,BDI1050,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCANYFK/NYCMNY36,NYCMNY36-0555508A,BDI1001,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCANYFM/NYCMNY30,NYCMNY30-02201A01A,BDI1004,TenGigabitEthernet0/12/16,,,,,,,
I1001/GE10/NYCANYQQ/NYCMNY36,NYCMNY36-0555509A,BDI1004,TenGigabitEthernet0/3/5,,,,,,,
I1001/GE10/NYCANYTV/NYCMNY36,NYCMNY36-0555508A,BDI1004,TenGigabitEthernet0/4/0,,,,,,,
I1001/GE10/NYCANYUJ/NYCMNYVS,NYCMNYVS-02220600A,BDI1010,TenGigabitEthernet0/5/16,,,,,,,
I1001/GE10/NYCANYZP/NYCMNYPS,NYCMNYPS-0995413A,BDI1006,TenGigabitEthernet0/5/16,,,,,,,
I1001/GE10/NYCBNYBS/NYCKNYAL,NYCKNYAL-0223404A,BDI1053,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCBNYKA/NYCKNYBR,NYCKNYBR-0110201A,BDI1007,TenGigabitEthernet0/3/5,,,,,,,
I1001/GE10/NYCCNY57/NYCMNY50,NYCMNY50-0990803A,BDI1000,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCCNYGC/NYCMNY37,NYCMNY37-0770917A,BDI1001,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCENY59/NYCMNY13,NYCMNY13-0991715A,BDI1009,TenGigabitEthernet0/12/16,,,,,,,
I1001/GE10/NYCENYAR/NYCMNYWS,NYCMNYWS-03304200A,BDI1000,TenGigabitEthernet0/3/5,,,,,,,
I1001/GE10/NYCENYAS/NYCMNY13,NYCMNY13-0991716A,BDI1003,TenGigabitEthernet0/15/16,,,,,,,
I1001/GE10/NYCENYLJ/NYCMNY36,NYCMNY36-0555509A,BDI1015,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCENYVS/NYCMNY30,NYCMNY30-02201A01A,BDI1000,TenGigabitEthernet0/5/16,,,,,,,
I1001/GE10/NYCFNYCF/NYCQNYOP,NYCQNYOP-0330042A,BDI1050,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNY14/NYDANYTE,NYCKNY14-0440606A,BDI1050,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNY15/NYCKNYBR,NYCKNYBR-0110201A,BDI1002,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCKNY34/NYCKNYLA,NYCKNYLA-0116510A,BDI1051,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCKNY71/NYDDNYFE,NYCKNY71-0330512A,BDI1052,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCKNY71/NYDDNYMH,NYCKNY71-0330512A,BDI1050,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNY77/NYDDNYMZ,NYCKNY77-0111801A,BDI1050,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCKNY77/NYDNNYZT,NYCKNY77-0111801A,BDI1052,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCKNYAL/NYDBNYRU,NYCKNYAL-0223404A,BDI1056,TenGigabitEthernet0/3/1,,,,,,,
I1001/GE10/NYCKNYAL/NYDBNYYZ,NYCKNYAL-0223404A,BDI1057,TenGigabitEthernet0/14/16,,,,,,,
I1001/GE10/NYCKNYAL/NYDDNYCQ,NYCKNYAL-0223404A,BDI1050,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCKNYAL/NYDDNYEF,NYCKNYAL-0223404A,BDI1051,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYAL/NYDFNYSN,NYCKNYAL-0223404A,BDI1052,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCKNYAR/NYDDNYGO,NYCKNYAR-0113117A,BDI1050,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYAU/NYDCNYOS,NYCKNYAU-0220014A,BDI1051,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCKNYAU/NYDFNYAF,NYCKNYAU-0220014A,BDI1050,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYBR/NYCVNYIR,NYCKNYBR-0110201A,BDI1011,TenGigabitEthernet0/4/0,,,,,,,
I1001/GE10/NYCKNYBR/NYCVNYLP,NYCKNYBR-0110201A,BDI1003,TenGigabitEthernet0/12/16,,,,,,,
I1001/GE10/NYCKNYBR/NYDANYHG,NYCKNYBR-0110201A,BDI1008,TenGigabitEthernet0/3/4,,,,,,,
I1001/GE10/NYCKNYBR/NYDCNYEI,NYCKNYBR-0110201A,BDI1006,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCKNYBR/NYDCNYSI,NYCKNYBR-0110201A,BDI1004,TenGigabitEthernet0/14/16,,,,,,,
I1001/GE10/NYCKNYBR/NYDDNYOM,NYCKNYBR-0110201A,BDI1001,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCKNYBR/NYDFNYAN,NYCKNYBR-0110201A,BDI1000,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYBR/NYDFNYWK,NYCKNYBR-0110201A,BDI1009,TenGigabitEthernet0/4/1,,,,,,,
I1001/GE10/NYCKNYBU/NYCVNYDW,NYCKNYBU-0338013A,BDI1051,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCKNYBU/NYCVNYHW,NYCKNYBU-0338013A,BDI1053,TenGigabitEthernet0/3/4,,,,,,,
I1001/GE10/NYCKNYBU/NYDANYFG,NYCKNYBU-0338013A,BDI1059,TenGigabitEthernet0/3/5,,,,,,,
I1001/GE10/NYCKNYBU/NYDBNYLL,NYCKNYBU-0338013A,BDI1058,TenGigabitEthernet0/4/4,,,,,,,
I1001/GE10/NYCKNYBU/NYDDNYHR,NYCKNYBU-0338013A,BDI1050,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYBU/NYDDNYPI,NYCKNYBU-0338013A,BDI1055,TenGigabitEthernet0/3/1,,,,,,,
I1001/GE10/NYCKNYBU/NYDDNYUV,NYCKNYBU-0338013A,BDI1052,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCKNYBU/NYDDNYVO,NYCKNYBU-0338013A,BDI1054,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCKNYCL/NYCKNYFR,NYCKNYCL-0112899A,BDI1003,TenGigabitEthernet0/4/1,,,,,,,
I1001/GE10/NYCKNYCL/NYCVNYEJ,NYCKNYCL-0112899A,BDI1005,TenGigabitEthernet0/4/4,,,,,,,
I1001/GE10/NYCKNYCL/NYCVNYIG,NYCKNYCL-0112899A,BDI1006,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCKNYCL/NYCVNYPJ,NYCKNYCL-0112899A,BDI1051,TenGigabitEthernet0/4/5,,,,,,,
I1001/GE10/NYCKNYCL/NYDCNYGJ,NYCKNYCL-0112899A,BDI1000,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYCL/NYDCNYWN,NYCKNYCL-0112899A,BDI1007,TenGigabitEthernet0/4/0,,,,,,,
I1001/GE10/NYCKNYCL/NYDDNYNA,NYCKNYCL-0112899A,BDI1002,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCKNYCL/NYDENYBV,NYCKNYCL-0112899A,BDI1001,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCKNYCL/NYDFNYZT,NYCKNYCL-0112899A,BDI1008,TenGigabitEthernet0/3/4,,,,,,,
I1001/GE10/NYCKNYCL/NYDKNYGA,NYCKNYCL-0112899A,BDI1004,TenGigabitEthernet0/3/1,,,,,,,
I1001/GE10/NYCKNYCT/NYCKNYWM,NYCKNYWM-0555115A,BDI1050,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYFA/NYDDNYSV,NYCKNYFA-0442605A,BDI1054,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCKNYFA/NYDDNYUK,NYCKNYFA-0442605A,BDI1053,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYFA/NYQSNYLY,NYCKNYFA-0442605A,BDI1050,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCKNYFT/NYDDNYOP,NYCKNYFT-0223606A,BDI1052,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCKNYFT/NYDDNYSM,NYCKNYFT-0223606A,BDI1051,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYFT/NYDKNY37,NYCKNYFT-0223606A,BDI1050,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCKNYGP/NYCKNYRA,NYCKNYRA-0225412A,BDI1055,TenGigabitEthernet0/3/1,,,,,,,
I1001/GE10/NYCKNYKP/NYCKNYUT,NYCKNYKP-0335601A,BDI1050,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYLA/NYDCNYPC,NYCKNYLA-0116510A,BDI1052,TenGigabitEthernet0/4/0,,,,,,,
I1001/GE10/NYCKNYLA/NYDDNYGM,NYCKNYLA-0116510A,BDI1053,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYLA/NYDDNYHC,NYCKNYLA-0116510A,BDI1055,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCKNYRA/NYCONYXV,NYCKNYRA-0225412A,BDI1051,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCKNYRA/NYCVNYLE,NYCKNYRA-0225412A,BDI1061,TenGigabitEthernet0/4/5,,,,,,,
I1001/GE10/NYCKNYRA/NYDANYUD,NYCKNYRA-0225412A,BDI1052,TenGigabitEthernet0/2/16,,,,,,,
I1001/GE10/NYCKNYRA/NYDBNYSA,NYCKNYRA-0225412A,BDI1060,TenGigabitEthernet0/4/1,,,,,,,
I1001/GE10/NYCKNYRA/NYDCNYOF,NYCKNYRA-0225412A,BDI1058,TenGigabitEthernet0/3/5,,,,,,,
I1001/GE10/NYCKNYRA/NYDDNYSK,NYCKNYRA-0225412A,BDI1062,TenGigabitEthernet0/4/4,,,,,,,
I1001/GE10/NYCKNYRA/NYDENYFJ,NYCKNYRA-0225412A,BDI1057,TenGigabitEthernet0/4/0,,,,,,,
I1001/GE10/NYCKNYRA/NYDFNYLR,NYCKNYRA-0225412A,BDI1050,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCKNYRA/NYDFNYQF,NYCKNYRA-0225412A,BDI1059,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCKNYRA/NYDFNYQL,NYCKNYRA-0225412A,BDI1053,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYTY/NYDANYIG,NYCKNYTY-0115502A,BDI1050,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCKNYTY/NYDDNYQI,NYCKNYTY-0115502A,BDI1054,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCKNYTY/NYDDNYRQ,NYCKNYTY-0115502A,BDI1055,TenGigabitEthernet0/4/0,,,,,,,
I1001/GE10/NYCLNY43/NYCMNY18,NYCMNY18-0778101A,BDI1000,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCLNYCU/NYCMNY18,NYCMNY18-0778102A,BDI1005,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCLNYHJ/NYCMNYPS,NYCMNYPS-0995413A,BDI1007,TenGigabitEthernet0/4/0,,,,,,,
I1001/GE10/NYCLNYKE/NYCMNY13,NYCMNY13-0991713A,BDI1006,TenGigabitEthernet0/2/16,,,,,,,
I1001/GE10/NYCLNYQE/NYCMNY50,NYCMNY50-0990804A,BDI1000,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCLNYRS/NYCMNY50,NYCMNY50-0990803A,BDI1001,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCLNYZO/NYCMNY36,NYCMNY36-0555509A,BDI1013,TenGigabitEthernet0/14/16,,,,,,,
I1001/GE10/NYCMNY13/NYCNNYVY,NYCMNY13-0991716A,BDI1006,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCMNY13/NYCSNYAH,NYCMNY13-0991716A,BDI1000,TenGigabitEthernet0/9/16,,,,,,,
I1001/GE10/NYCMNY13/NYCSNYAR,NYCMNY13-0991716A,BDI1009,TenGigabitEthernet0/4/4,,,,,,,
I1001/GE10/NYCMNY13/NYCSNYNI,NYCMNY13-0991715A,BDI1008,TenGigabitEthernet0/6/16,,,,,,,
I1001/GE10/NYCMNY13/NYCUNYGL,NYCMNY13-0991715A,BDI1017,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCMNY13/NYCUNYGS,NYCMNY13-0991713A,BDI1017,TenGigabitEthernet0/9/16,,,,,,,
I1001/GE10/NYCMNY13/NYCUNYMZ,NYCMNY13-0991716A,BDI1008,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCMNY13/NYCUNYOC,NYCMNY13-0991715A,BDI1001,TenGigabitEthernet0/15/16,,,,,,,
I1001/GE10/NYCMNY13/NYCUNYRT,NYCMNY13-0991713A,BDI1007,TenGigabitEthernet0/6/16,,,,,,,
I1001/GE10/NYCMNY13/NYCUNYXA,NYCMNY13-0991713A,BDI1009,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCMNY13/NYCYNYYB,NYCMNY13-0991713A,BDI1012,TenGigabitEthernet0/5/16,,,,,,,
I1001/GE10/NYCMNY13/NYMANYLN,NYCMNY13-0991713A,BDI1001,TenGigabitEthernet0/4/4,,,,,,,
I1001/GE10/NYCMNY13/NYMCNY31,NYCMNY13-0991715A,BDI1010,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCMNY13/NYMCNY82,NYCMNY13-0991715A,BDI1003,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCMNY13/NYMDNY53,NYCMNY13-0991713A,BDI1002,TenGigabitEthernet0/3/1,,,,,,,
I1001/GE10/NYCMNY13/NYMONYCI,NYCMNY13-0991713A,BDI1004,TenGigabitEthernet0/4/0,,,,,,,
I1001/GE10/NYCMNY13/NYMONYWH,NYCMNY13-0991716A,BDI1001,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCMNY13/NYMONYXJ,NYCMNY13-0991716A,BDI1010,TenGigabitEthernet0/14/16,,,,,,,
I1001/GE10/NYCMNY13/NYMQNYIU,NYCMNY13-0991716A,BDI1050,TenGigabitEthernet0/3/1,,,,,,,
I1001/GE10/NYCMNY13/NYMRNYNX,NYCMNY13-0991713A,BDI1015,TenGigabitEthernet0/14/16,,,,,,,
I1001/GE10/NYCMNY13/NYMRNYUY,NYCMNY13-0991716A,BDI1004,TenGigabitEthernet0/12/16,,,,,,,
I1001/GE10/NYCMNY13/NYMTNY99,NYCMNY13-0991715A,BDI1006,TenGigabitEthernet0/4/0,,,,,,,
I1001/GE10/NYCMNY13/NYMTNYSD,NYCMNY13-0991715A,BDI1007,TenGigabitEthernet0/4/4,,,,,,,
I1001/GE10/NYCMNY13/NYMTNYYH,NYCMNY13-0991715A,BDI1018,TenGigabitEthernet0/3/5,,,,,,,
I1001/GE10/NYCMNY13/NYMUNY41,NYCMNY13-0991716A,BDI1002,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCMNY13/NYMUNYCY,NYCMNY13-0991715A,BDI1005,TenGigabitEthernet0/4/1,,,,,,,
I1001/GE10/NYCMNY13/NYMUNYKD,NYCMNY13-0991713A,BDI1010,TenGigabitEthernet0/3/4,,,,,,,
I1001/GE10/NYCMNY13/NYMUNYYR,NYCMNY13-0991715A,BDI1004,TenGigabitEthernet0/3/4,,,,,,,
I1001/GE10/NYCMNY13/NYMVNYHT,NYCMNY13-0991715A,BDI1000,TenGigabitEthernet0/2/16,,,,,,,
I1001/GE10/NYCMNY13/NYMVNYKF,NYCMNY13-0991713A,BDI1005,TenGigabitEthernet0/10/16,,,,,,,
I1001/GE10/NYCMNY13/NYMVNYON,NYCMNY13-0991715A,BDI1050,TenGigabitEthernet0/9/16,,,,,,,
I1001/GE10/NYCMNY13/NYMWNYID,NYCMNY13-0991716A,BDI1052,TenGigabitEthernet0/2/16,,,,,,,
I1001/GE10/NYCMNY13/NYMWNYMA,NYCMNY13-0991713A,BDI1008,TenGigabitEthernet0/3/5,,,,,,,
I1001/GE10/NYCMNY13/NYMWNYME,NYCMNY13-0991715A,BDI1002,TenGigabitEthernet0/3/1,,,,,,,
I1001/GE10/NYCMNY13/NYMWNYPC,NYCMNY13-0991713A,BDI1011,TenGigabitEthernet0/4/1,,,,,,,
I1001/GE10/NYCMNY13/NYMWNYRP,NYCMNY13-0991715A,BDI1020,TenGigabitEthernet0/4/5,,,,,,,
I1001/GE10/NYCMNY13/NYMWNYSJ,NYCMNY13-0991716A,BDI1005,TenGigabitEthernet0/6/16,,,,,,,
I1001/GE10/NYCMNY13/NYMWNYZG,NYCMNY13-0991713A,BDI1016,TenGigabitEthernet0/15/16,,,,,,,
I1001/GE10/NYCMNY13/NYMXNY94,NYCMNY13-0991715A,BDI1021,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCMNY13/NYMXNYKZ,NYCMNY13-0991713A,BDI1013,TenGigabitEthernet0/11/16,,,,,,,
I1001/GE10/NYCMNY13/NYMXNYQV,NYCMNY13-0991716A,BDI1007,TenGigabitEthernet0/5/16,,,,,,,
I1001/GE10/NYCMNY13/NYMXNYRJ,NYCMNY13-0991713A,BDI1003,TenGigabitEthernet0/4/5,,,,,,,
I1001/GE10/NYCMNY13/NYMXNYWA,NYCMNY13-0991713A,BDI1014,TenGigabitEthernet0/12/16,,,,,,,
I1001/GE10/NYCMNY13/NYMYNYAQ,NYCMNY13-0991713A,BDI1000,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCMNY13/NYNBNYMS,NYCMNY13-0991716A,BDI1051,TenGigabitEthernet0/3/4,,,,,,,
I1001/GE10/NYCMNY16/NYCMNY18,NYCMNY18-0778101A,BDI1002,TenGigabitEthernet0/13/16,,,,,,,
I1001/GE10/NYCMNY18/NYCMNYIY,NYCMNY18-0778101A,BDI1010,TenGigabitEthernet0/3/1,,,,,,,
I1001/GE10/NYCMNY18/NYCNNYDP,NYCMNY18-0778101A,BDI1009,TenGigabitEthernet0/4/1,,,,,,,
I1001/GE10/NYCMNY18/NYCPNYDP,NYCMNY18-0778102A,BDI1001,TenGigabitEthernet0/3/5,,,,,,,
I1001/GE10/NYCMNY18/NYCUNYCL,NYCMNY18-0778101A,BDI1011,TenGigabitEthernet0/3/5,,,,,,,
I1001/GE10/NYCMNY18/NYCUNYFR,NYCMNY18-0778101A,BDI1005,TenGigabitEthernet0/15/16,,,,,,,
I1001/GE10/NYCMNY18/NYCUNYMI,NYCMNY18-0778102A,BDI1006,TenGigabitEthernet0/3/0,,,,,,,
I1001/GE10/NYCMNY18/NYCYNYFM,NYCMNY18-0778101A,BDI1007,TenGigabitEthernet0/14/16,,,,,,,
