<L3Circuits>,,,,,,,,,,
Name,NodeA,InterfaceA,NodeB,InterfaceB,Capacity,L1CircuitNodeA,L1CircuitPortA,L1CircuitNodeB,L1CircuitPortB,Tags
I1001/GE100/EAGLPAEG/WAYNPAWY,EAGLPAEG-0111205A,HundredGigE0/0/0/11/2.4001,WAYNPAWY-0226704A,HundredGigE0/8/0/11/2.4001,100000,EAGLPAEG-0111209A,I1001/OTUC2/EAGLPAEG/WAYNPAWY,WAYNPAWY-0226701A,I1001/OTUC2/EAGLPAEG/WAYNPAWY,L1 circuit field is correct as provided
I1002/GE40/PLFDNJPF/PLFDNJPF,PLFDNJPF-0220600A,FortyGigE0/0/7/0,PLFDNJPF-0220603A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/RVDLNJPL/WAYNNJAWW01,RVDLNJPL-0226429A,HundredGigE0/1/0/11/2.4001,WAYNNJAWW010120411A,HundredGigE0/8/0/11/2.4001,100000,RVDLNJPL-0226328A,I1001/OTUC2/RVDLNJPL/WAYNNJAWW01,WAYNNJAWW010120411B,I1001/OTUC2/RVDLNJPL/WAYNNJAWW01,L1 circuit field is correct as provided
I1002/GE100/FTWSPAFW/FTWSPAFW,FTWSPAFW-0330506A,HundredGigE0/7/0/11/2.4001,FTWSPAFW-0330606A,HundredGigE0/7/0/11/2.4001,100000,,,,,L1 circuit field is correct as provided
I1024/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121215,HundredGigE0/0/1/1.4001,SYOSNYGN-0121217A,HundredGigE0/14/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/DRPKNYDP/RNKNNYRN,DRPKNYDP-0112326A,HundredGigE0/1/0/10/2.4001,RNKNNYRN-0110303A,HundredGigE0/0/0/11/2.4001,100000,DRPKNYDP-0112320A,I1001/OTUC2/DRPKNYDP/RNKNNYRN,RNKNNYRN-0110309A,I1001/OTUC2/DRPKNYDP/RNKNNYRN,L1 circuit field is correct as provided
I1001/GE100/CRPLPACO/PITBPANS,CRPLPACO-0222003A,HundredGigE0/4/0/11/2.4001,PITBPANS-0114309A,HundredGigE0/4/0/11/2.4001,100000,CRPLPACO-0222000A,I1001/OTUC2/CRPLPACO/PITBPANS,PITBPANS-0114306A,I1001/OTUC2/CRPLPACO/PITBPANS,L1 circuit field is correct as provided
I1007/GE100/TAMQFLHU/TAMQFLHU,TAMQFLHU-0131106A,HundredGigE0/12/0/0.4001,TAMQFLHU-0131107,HundredGigE0/0/1/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYACNYNK/SFRNNYSU,NYACNYNK-0220608A,HundredGigE0/13/0/11/2.4001,SFRNNYSU-0221709A,HundredGigE0/4/0/11/2.4001,100000,NYACNYNK-0220602A,I1001/OTUC2/NYACNYNK/SFRNNYSU,SFRNNYSU-0221703A,I1001/OTUC2/NYACNYNK/SFRNNYSU,L1 circuit field is correct as provided
I1001/GE40/NYCQNYOP/NYCQNYOP,NYCQNYOP-0330042A,FortyGigE0/0/8/0,NYCQNYOP-0330052A,FortyGigE0/0/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/MNJTNJ01/PAMBNJPM,MNJTNJ01-0110416A,HundredGigE0/12/0/11/2.4001,PAMBNJPM-0330754A,HundredGigE0/6/0/11/2.4001,100000,MNJTNJ01-0110410A,I1002/OTUC2/MNJTNJ01/PAMBNJPM,PAMBNJPM-0330748A,I1002/OTUC2/MNJTNJ01/PAMBNJPM,L1 circuit field is correct as provided
I1002/GE100/PHLAPALO/PHLAPALO,PHLAPALO-12121208A,HundredGigE0/0/0/11/2.4001,PHLAPALO-12121302A,HundredGigE0/0/0/11/2.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/PHLAPAJE/PHLAPALO,PHLAPAJE-0114305A,HundredGigE0/0/0/11/2.4001,PHLAPALO-12121208A,HundredGigE0/10/0/11/2.4001,100000,PHLAPAJE-0114302A,I1002/OTUC2/PHLAPAJE/PHLAPALO,PHLAPALO-12121202A,I1002/OTUC2/PHLAPAJE/PHLAPALO,L1 circuit field is correct as provided
I1001/GE40/BYNNNJ02/BYNNNJ02,BYNNNJ02-0111306A,FortyGigE0/0/8/0,BYNNNJ02-0111509A,FortyGigE0/11/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/BRVLNJBE/CDKNNJCK,BRVLNJBE-0221603A,HundredGigE0/12/0/11/2.4001,CDKNNJCK-0004720A,HundredGigE0/6/0/11/2.4001,100000,BRVLNJBE-0221609A,I1002/OTUC2/BRVLNJBE/CDKNNJCK,CDKNNJCK-00004714A,I1002/OTUC2/BRVLNJBE/CDKNNJCK,L1 circuit field is correct as provided
I1002/GE40/NYCMNY36/NYCMNY36,NYCMNY36-0555509A,FortyGigE0/0/7/0,NYCMNY36-0555605A,FortyGigE0/4/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CHPQNYCP/NWRCNYNR,CHPQNYCP-0111104A,HundredGigE0/0/0/11/2.4001,NWRCNYNR-0330604A,HundredGigE0/2/0/11/2.4001,100000,CHPQNYCP-0111101A,I1001/OTUC2/CHPQNYCP/NWRCNYNR,NWRCNYNR-0330601A,I1001/OTUC2/CHPQNYCP/NWRCNYNR,L1 circuit field is correct as provided
I1001/GE100/BYNNNJ02/NWRKNJ02,BYNNNJ02-0111509A,HundredGigE0/12/0/11/2.4001,NWRKNJ02-0662317A,HundredGigE0/4/0/11/2.4001,100000,BYNNNJ02-0111503A,I1001/OTUC2/BYNNNJ02/NWRKNJ02,NWRKNJ02-0662323A,I1001/OTUC2/BYNNNJ02/NWRKNJ02,L1 circuit field is correct as provided
I1001/GE40/NYCXNYKB/NYCXNYKB,NYCXNYKB-0224404A,FortyGigE0/0/0/0.4001,NYCXNYKB-0224406A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/BCYNPABC/PHLAPAGE,BCYNPABC-0001105A,HundredGigE0/4/0/11/2.4001,PHLAPAGE-0332707A,HundredGigE0/7/0/11/2.4001,100000,BCYNPABC-0001102A,I1001/OTUC2/BCYNPABC/PHLAPAGE,PHLAPAGE-0332704A,I1001/OTUC2/BCYNPABC/PHLAPAGE,L1 circuit field is correct as provided
I1001/GE100/OYBANYOY/PTWANYPW,OYBANYOY-0112313A,HundredGigE0/10/0/11/2.4001,PTWANYPW-0114108A,HundredGigE0/3/0/11/2.4001,100000,OYBANYOY-0112307A,I1001/OTUC2/OYBANYOY/PTWANYPW,PTWANYPW-0114102A,I1001/OTUC2/OYBANYOY/PTWANYPW,L1 circuit field is correct as provided
I1001/GE40/SCDLNYSR/SCDLNYSR,SCDLNYSR-0110103A,FortyGigE0/0/8/0,SCDLNYSR-0115704A,FortyGigE0/0/0/5.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CNFRNJCR/NWRKNJ02,CNFRNJCR-0114315A,HundredGigE0/3/0/11/2.4001,NWRKNJ02-0662317A,HundredGigE0/9/0/10/2.4001,100000,CNFRNJCR-0114321A,I1001/OTUC2/CNFRNJCR/NWRKNJ02,NWRKNJ02-0662323A,I1001/OTUC2/CNFRNJCR/NWRKNJ02,L1 circuit field is correct as provided
I1001/GE40/NYCQNYFH/NYCQNYFH,NYCQNYFH-0554121A,FortyGigE0/0/8/0,NYCQNYFH-0554131A,FortyGigE0/0/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CRVVPACA/DYTWPADB,CRVVPACA-0110603A,HundredGigE0/0/0/11/2.4001,DYTWPADB-0112410A,HundredGigE0/2/0/11/2.4001,100000,CRVVPACA-0110601A,I1001/OTUC2/CRVVPACA/DYTWPADB,DYTWPADB-0112407A,I1001/OTUC2/CRVVPACA/DYTWPADB,L1 circuit field is correct as provided
I1003/GE100/LNNGNJHC/RVDLNJPL,LNNGNJHC-0112608A,HundredGigE0/4/0/11/2.4001,RVDLNJPL-0226429A,HundredGigE0/14/0/10/2.4001,100000,LNNGNJHC-0112602A,I1001/OTUC2/LNNGNJHC/RVDLNJPL,RVDLNJPL-0226328A,I1001/OTUC2/LNNGNJHC/RVDLNJPL,L1 circuit field is correct as provided
I1044/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121215,HundredGigE0/0/1/1.4001,SYOSNYGN-0121217A,HundredGigE0/5/0/0.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/KGPRPAKP/WAYNPAWY,KGPRPAKP-0112418A,HundredGigE0/4/0/11/2.4001,WAYNPAWY-0226704A,HundredGigE0/12/0/11/2.4001,100000,KGPRPAKP-0112415A,I1001/OTUC2/KGPRPAKP/WAYNPAWY,WAYNPAWY-0226701A,I1001/OTUC2/KGPRPAKP/WAYNPAWY,L1 circuit field is correct as provided
I1001/GE40/PASNNYPN/PASNNYPN,PASNNYPN-0110007A,FortyGigE0/0/8/0,PASNNYPN-0110009A,FortyGigE0/1/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/LRMTNYLA/YNKRNYYN,LRMTNYLA-0220612A,HundredGigE0/4/0/11/2.4001,YNKRNYYN-0337806A,HundredGigE0/13/0/11/2.4001,100000,LRMTNYLA-0220615A,I1001/OTUC2/LRMTNYLA/YNKRNYYN,YNKRNYYN-0337803A,I1001/OTUC2/LRMTNYLA/YNKRNYYN,L1 circuit field is correct as provided
I1002/GE40/PTPLNJPP/PTPLNJPP,PTPLNJPP-01101A35A,FortyGigE0/0/7/0,PTPLNJPP-0110509A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PTCYFLBK/TAMPFLPW,PTCYFLBK-0130307A,HundredGigE0/11/0/11/2.4001,TAMPFLPW-0110001A,HundredGigE0/8/0/11/2.4001,100000,PTCYFLBK-0130308A,I1001/OTUC2/PTCYFLBK/TAMPFLPW,TAMPFLPW-0110001B,I1001/OTUC2/PTCYFLBK/TAMPFLPW,L1 circuit field is correct as provided
I1001/GE100/MPLTMNFJ/OTSGMNAO,MPLTMNFJ-01011403A,HundredGigE0/6/0/11/2.4001,OTSGMNAO-0110103B,HundredGigE0/5/0/11/2.4001,100000,MPLTMNFJ-01011402A,I1001/OTUC2/MPLTMNFJ/OTSGMNAO,OTSGMNAO-0110103C,I1001/OTUC2/MPLTMNFJ/OTSGMNAO,L1 circuit field is correct as provided
I1001/GE40/PHLAPAGE/PHLAPAGE,PHLAPAGE-0332707A,FortyGigE0/1/0/4.4001,PHLAPAGE-0332709A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/MRBONYMB/NWBRNYNW,MRBONYMB-0110203A,HundredGigE0/5/0/0.4001,NWBRNYNW-0110517A,HundredGigE0/6/0/0.4001,100000,,,,,L1 circuit not found
I1001/GE100/CTCHNYCU/RVHDNYRV,CTCHNYCU-0110508A,HundredGigE0/0/0/11/2.4001,RVHDNYRV-0119208A,HundredGigE0/1/0/11/2.4001,100000,CTCHNYCU-0110509A,I1001/OTUC2/CTCHNYCU/RVHDNYRV,RVHDNYRV-0119202A,I1001/OTUC2/CTCHNYCU/RVHDNYRV,L1 circuit field is correct as provided
I1001/GE100/AURRCO20/ENWECOATH07,AURRCO20-0114T08A,HundredGigE0/13/0/11/1.4001,ENWECOATH070124206A,HundredGigE0/13/0/11/1.4001,100000,AURRCO20-0114T07A,I1002/OTUC2/AURRCO20/ENWECOATH07,ENWECOATH070124207A,I1002/OTUC2/AURRCO20/ENWECOATH07,L1 circuit field is correct as provided
I1059/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121201A,HundredGigE0/2/0/0.4001,SYOSNYGN-0121204,HundredGigE0/0/1/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/CRPLPACO/PITBPADT,CRPLPACO-0222003A,HundredGigE0/0/0/11/2.4001,PITBPADT-16160515A,HundredGigE0/0/0/11/2.4001,100000,CRPLPACO-0222000A,I1001/OTUC2/CRPLPACO/PITBPADT,PITBPADT-16160512A,I1001/OTUC2/CRPLPACO/PITBPADT,L1 circuit field is correct as provided
I1001/GE100/LNDLPALD/PXVLPAPV,LNDLPALD-0222708A,HundredGigE0/3/0/10/2.4001,PXVLPAPV-0110105A,HundredGigE0/0/0/11/2.4001,100000,LNDLPALD-0222710A,I1001/OTUC2/LNDLPALD/PXVLPAPV,PXVLPAPV-0110102A,I1001/OTUC2/LNDLPALD/PXVLPAPV,L1 circuit field is correct as provided
I1001/GE100/PSVLNJPL/WLWDNJWI,PSVLNJPL-0115820A,HundredGigE0/6/0/11/2.4001,WLWDNJWI-0110414A,HundredGigE0/4/0/11/2.4001,100000,PSVLNJPL-0115826A,I1001/OTUC2/PSVLNJPL/WLWDNJWI,WLWDNJWI-0110415A,I1001/OTUC2/PSVLNJPL/WLWDNJWI,L1 circuit field is correct as provided
I1001/GE100/CHESPACB/CHTTPACT,CHESPACB-0111005A,HundredGigE0/7/0/11/2.4001,CHTTPACT-0116103A,HundredGigE0/4/0/11/2.4001,100000,CHESPACB-0111002A,I1001/OTUC2/CHESPACB/CHTTPACT,CHTTPACT-0116100A,I1001/OTUC2/CHESPACB/CHTTPACT,L1 circuit field is correct as provided
I1001/GE100/MNSQNJ01/TMRVNJTR,MNSQNJ01-0111908A,HundredGigE0/3/0/11/2.4001,TMRVNJTR-0112109A,HundredGigE0/0/0/11/2.4001,100000,MNSQNJ01-0111902A,I1001/OTUC2/MNSQNJ01/TMRVNJTR,TMRVNJTR-0112103A,I1001/OTUC2/MNSQNJ01/TMRVNJTR,L1 circuit field is correct as provided
I1001/GE100/NYCKNYBR/NYCMNYWS,NYCKNYBR-0110304A,HundredGigE0/2/0/11/2.4001,NYCMNYWS-03304104A,HundredGigE0/0/0/11/2.4001,100000,NYCKNYBR-0110301A,I1004/OTUC2/NYCKNYBR/NYCMNYWS,NYCMNYWS-03304101A,I1004/OTUC2/NYCKNYBR/NYCMNYWS,L1 circuit field is correct as provided
I1019/GE100/NYCMNY18/NYCMNY79,NYCMNY18-0777203A,HundredGigE0/13/0/11/2.4001,NYCMNY79-0446406A,HundredGigE0/5/0/10/2.4001,100000,NYCMNY18-0777206A,I1001/OTUC2/NYCMNY18/NYCMNY79,NYCMNY79-0446403A,I1001/OTUC2/NYCMNY18/NYCMNY79,L1 circuit field is correct as provided
I1001/GE100/PTCYFLBK/TAMQFLDQ,PTCYFLBK-0130307A,HundredGigE0/10/0/11/2.4001,TAMQFLDQ-0110001A,HundredGigE0/8/0/11/2.4001,100000,PTCYFLBK-0130308A,I1001/OTUC2/PTCYFLBK/TAMQFLDQ,TAMQFLDQ-0110001B,I1001/OTUC2/PTCYFLBK/TAMQFLDQ,L1 circuit field is correct as provided
I1001/GE100/NYCKNYWM/SYOSNYGN,NYCKNYWM-0555112A,HundredGigE0/4/0/11/2.4001,SYOSNYGN-0121201A,HundredGigE0/13/0/11/2.4001,100000,NYCKNYWM-0555109A,I1001/OTUC2/NYCKNYWM/SYOSNYGN,SYOSNYGN-0121201B,I1001/OTUC2/NYCKNYWM/SYOSNYGN,L1 circuit field is correct as provided
I1001/GE100/NYCXNYHO/NYCXNYMH,NYCXNYHO-0550314A,HundredGigE0/5/0/10/2.4001,NYCXNYMH-0223404A,HundredGigE0/5/0/11/2.4001,100000,NYCXNYHO-0550317A,I1001/OTUC2/NYCXNYHO/NYCXNYMH,NYCXNYMH-0223401A,I1001/OTUC2/NYCXNYHO/NYCXNYMH,L1 circuit field is correct as provided
I1001/GE100/PHLAPALO/RYFRPARF,PHLAPALO-12121302A,HundredGigE0/10/0/10/2.4001,RYFRPARF-0112033A,HundredGigE0/3/0/10/2.4001,100000,PHLAPALO-12121308A,I1001/OTUC2/PHLAPALO/RYFRPARF,RYFRPARF-0112037A,I1001/OTUC2/PHLAPALO/RYFRPARF,L1 circuit field is correct as provided
I1001/GE100/FRLNNJFL/RCPKNJ01,FRLNNJFL-0221974A,HundredGigE0/4/0/11/2.4001,RCPKNJ01-0222116A,HundredGigE0/5/0/11/2.4001,100000,,,,,L1 circuit field is correct as provided
I1004/GE40/NYCKNYCL/NYCKNYCL,NYCKNYCL-0112800A,FortyGigE0/0/7/0,NYCKNYCL-0112807A,FortyGigE0/4/0/3.4001,40000,,,,,L1 circuit field is correct as provided
I1007/GE40/NYCMNY13/NYCMNY13,NYCMNY13-0991716A,FortyGigE0/0/8/0,NYCMNY13-0991815A,FortyGigE0/0/0/2.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/MRTWNJMR/NBWKNJNB,MRTWNJMR-0221305A,HundredGigE0/3/0/11/2.4001,NBWKNJNB-0550221A,HundredGigE0/2/0/11/2.4001,100000,MRTWNJMR-0221311A,I1001/OTUC2/MRTWNJMR/NBWKNJNB,NBWKNJNB-0550209A,I1001/OTUC2/MRTWNJMR/NBWKNJNB,L1 circuit field is correct as provided
I1001/GE40/PTSNNJAR/PTSNNJAR,PTSNNJAR-013529A,FortyGigE0/0/8/0,PTSNNJAR-013707A,FortyGigE0/11/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PHLAPADE/PHLAPALO,PHLAPADE-0118404A,HundredGigE0/4/0/11/2.4001,PHLAPALO-12121208A,HundredGigE0/6/0/11/2.4001,100000,PHLAPADE-0118502A,I1001/OTUC2/PHLAPADE/PHLAPALO,PHLAPALO-12121202A,I1001/OTUC2/PHLAPADE/PHLAPALO,L1 circuit field is correct as provided
I1001/GE100/DUMTNJDM/UNCYNJ02,DUMTNJDM-0221802A,HundredGigE0/3/0/11/2.4001,UNCYNJ02-0220109A,HundredGigE0/0/0/11/2.4001,100000,DUMTNJDM-0221808A,I1001/OTUC2/DUMTNJDM/UNCYNJ02,UNCYNJ02-0220115A,I1001/OTUC2/DUMTNJDM/UNCYNJ02,L1 circuit field is correct as provided
I1002/GE40/NYCKNYKP/NYCKNYKP,NYCKNYKP-0335507A,FortyGigE0/5/0/4.4001,NYCKNYKP-0335601A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/LARLDELR/SEFRDESF,LARLDELR-0110902A,HundredGigE0/8/0/11/2.4001,SEFRDESF-0110212A,HundredGigE0/6/0/11/2.4001,100000,,,,,L1 circuit field is correct as provided
I1002/GE40/PNVLNJPV/PNVLNJPV,PNVLNJPV-0110203A,FortyGigE0/4/0/4.4001,PNVLNJPV-0110300A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PAMBNJPM/WDBRNJWD,PAMBNJPM-0330754A,HundredGigE0/4/0/11/2.4001,WDBRNJWD-0110112A,HundredGigE0/4/0/11/2.4001,100000,PAMBNJPM-0330748A,I1001/OTUC2/PAMBNJPM/WDBRNJWD,WDBRNJWD-0110106A,I1001/OTUC2/PAMBNJPM/WDBRNJWD,L1 circuit field is correct as provided
I1001/GE100/NYCMNY56/NYCMNYCA,NYCMNY56-0880501A,HundredGigE0/13/0/11/2.4001,NYCMNYCA-0221601A,HundredGigE0/5/0/10/2.4001,100000,NYCMNY56-0880504A,I1001/OTUC2/NYCMNY56/NYCMNYCA,NYCMNYCA-0221604A,I1001/OTUC2/NYCMNY56/NYCMNYCA,L1 circuit field is correct as provided
I1001/GE100/PHLAPALO/PHLAPAPE,PHLAPALO-12121208A,HundredGigE0/13/0/11/2.4001,PHLAPAPE-0222216A,HundredGigE0/4/0/11/2.4001,100000,PHLAPALO-12121202A,I1001/OTUC2/PHLAPALO/PHLAPAPE,PHLAPAPE-0222213A,I1001/OTUC2/PHLAPALO/PHLAPAPE,L1 circuit field is correct as provided
I1002/GE100/LYBRNYLB/NYCKNYBR,LYBRNYLB-01153A08A,HundredGigE0/15/0/11/2.4001,NYCKNYBR-0110304A,HundredGigE0/4/0/11/2.4001,100000,LYBRNYLB-01153A02A,I1001/OTUC2/LYBRNYLB/NYCKNYBR,NYCKNYBR-0110301A,I1001/OTUC2/LYBRNYLB/NYCKNYBR,L1 circuit field is correct as provided
I1001/GE100/NYCMNY18/NYCRNYSS,NYCMNY18-0777203A,HundredGigE0/3/0/10/2.4001,NYCRNYSS-0111914A,HundredGigE0/0/0/10/2.4001,100000,NYCMNY18-0777206A,I1001/OTUC2/NYCMNY18/NYCRNYSS,NYCRNYSS-0111908A,I1001/OTUC2/NYCMNY18/NYCRNYSS,L1 circuit field is correct as provided
I1002/GE40/PSWYNJPI/PSWYNJPI,PSWYNJPI-0220509A,FortyGigE0/0/7/0,PSWYNJPI-0220608A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PHLAPALO/PHLAPATR,PHLAPALO-12121302A,HundredGigE0/12/0/10/2.4001,PHLAPATR-0225502A,HundredGigE0/4/0/11/2.4001,100000,PHLAPALO-12121308A,I1002/OTUC2/PHLAPALO/PHLAPATR,PHLAPATR-0225505A,I1002/OTUC2/PHLAPALO/PHLAPATR,L1 circuit field is correct as provided
I1001/GE100/RVDLNJPL/WMFRNJ01,RVDLNJPL-0226429A,HundredGigE0/5/0/10/2.4001,WMFRNJ01-0112021A,HundredGigE0/12/0/11/2.4001,100000,RVDLNJPL-0226328A,I1001/OTUC2/RVDLNJPL/WMFRNJ01,WMFRNJ01-0112124A,I1001/OTUC2/RVDLNJPL/WMFRNJ01,L1 circuit field is correct as provided
I1001/GE40/CSSPPACS/CSSPPACS,CSSPPACS-0110303A,FortyGigE0/0/8/0,CSSPPACS-0110304A,FortyGigE0/0/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1004/GE100/DRPKNYDP/HNSTNYHU,DRPKNYDP-0112326A,HundredGigE0/6/0/11/2.4001,HNSTNYHU-0115430A,HundredGigE0/5/0/11/2.4001,100000,DRPKNYDP-0112320A,I1002/OTUC2/DRPKNYDP/HNSTNYHU,HNSTNYHU-0115424A,I1002/OTUC2/DRPKNYDP/HNSTNYHU,L1 circuit field is correct as provided
I1001/GE100/SYOSNYGN/SYOSNYSY,SYOSNYGN-0121217A,HundredGigE0/13/0/11/2.4001,SYOSNYSY-0112317A,HundredGigE0/5/0/11/2.4001,100000,SYOSNYGN-0121217B,I1001/OTUC2/SYOSNYGN/SYOSNYSY,SYOSNYSY-0112323A,I1001/OTUC2/SYOSNYGN/SYOSNYSY,L1 circuit field is correct as provided
I1001/GE100/NYCRNYND/NYCRNYSS,NYCRNYND-0111610A,HundredGigE0/0/0/11/2.4001,NYCRNYSS-0111914A,HundredGigE0/2/0/11/2.4001,100000,NYCRNYND-0111607A,I1002/OTUC2/NYCRNYND/NYCRNYSS,NYCRNYSS-0111908A,I1002/OTUC2/NYCRNYND/NYCRNYSS,L1 circuit field is correct as provided
I1001/GE40/BDBKNJBD/BDBKNJBD,BDBKNJBD-0111508A,FortyGigE0/11/0/4.4001,BDBKNJBD-0111522A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/SFRNNYSU/WHVRNYWH,SFRNNYSU-0221709A,HundredGigE0/0/0/11/2.4001,WHVRNYWH-0001104A,HundredGigE0/8/0/11/2.4001,100000,SFRNNYSU-0221703A,I1001/OTUC2/SFRNNYSU/WHVRNYWH,WHVRNYWH-0001101A,I1001/OTUC2/SFRNNYSU/WHVRNYWH,L1 circuit field is correct as provided
I1001/GE40/PRDYNYPD/PRDYNYPD,PRDYNYPD-0115305A,FortyGigE0/0/0/5.4001,PRDYNYPD-0115307A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1050/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121214,HundredGigE0/0/1/1.4001,SYOSNYGN-0121217A,HundredGigE0/1/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCQNYCO/NYCQNYLN,NYCQNYCO-0111404A,HundredGigE0/4/0/11/2.4001,NYCQNYLN-0223913A,HundredGigE0/13/0/11/2.4001,100000,NYCQNYCO-0111410A,I1001/OTUC2/NYCQNYCO/NYCQNYLN,NYCQNYLN-0223910A,I1001/OTUC2/NYCQNYCO/NYCQNYLN,L1 circuit field is correct as provided
I1002/GE40/PRDYNYPD/PRDYNYPD,PRDYNYPD-0115305A,FortyGigE0/4/0/5.4001,PRDYNYPD-0115307A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/MSPQNYMP/MSPQNYMP,MSPQNYMP-0223209A,FortyGigE0/4/0/4.4001,MSPQNYMP-0223213A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/NYCKNYWM/NYCQNYFL,NYCKNYWM-0555112A,HundredGigE0/4/0/10/2.4001,NYCQNYFL-0220205A,HundredGigE0/5/0/11/2.4001,100000,NYCKNYWM-0555109A,I1002/OTUC2/NYCKNYWM/NYCQNYFL,NYCQNYFL-0220202A,I1002/OTUC2/NYCKNYWM/NYCQNYFL,L1 circuit field is correct as provided
I1002/GE40/LVTWNYLT/LVTWNYLT,LVTWNYLT-0111908A,FortyGigE0/4/0/4.4001,LVTWNYLT-0111912A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/MPLTMNFJ/STPNMNLZ,MPLTMNFJ-01011403A,HundredGigE0/15/0/11/2.4001,STPNMNLZ-0110203B,HundredGigE0/5/0/11/2.4001,100000,MPLTMNFJ-01011402A,I1001/OTUC2/MPLTMNFJ/STPNMNLZ,STPNMNLZ-0110203C,I1001/OTUC2/MPLTMNFJ/STPNMNLZ,L1 circuit field is correct as provided
I1001/GE100/AMBLPAAM/NRTWPANR,AMBLPAAM-0222509A,HundredGigE0/6/0/11/2.4001,NRTWPANR-0112207A,HundredGigE0/4/0/11/2.4001,100000,AMBLPAAM-0222507A,I1001/OTUC2/AMBLPAAM/NRTWPANR,NRTWPANR-0112210A,I1001/OTUC2/AMBLPAAM/NRTWPANR,L1 circuit field is correct as provided
I1002/GE100/NYCMNY18/NYCMNY97,NYCMNY18-0777203A,HundredGigE0/1/0/10/2.4001,NYCMNY97-0446104A,HundredGigE0/2/0/10/2.4001,100000,NYCMNY18-0777206A,I1002/OTUC2/NYCMNY18/NYCMNY97,NYCMNY97-0446101A,I1002/OTUC2/NYCMNY18/NYCMNY97,L1 circuit field is correct as provided
I1001/GE100/NWRKNJ02/NWRKNJIR,NWRKNJ02-0662317A,HundredGigE0/0/0/11/2.4001,NWRKNJIR-0220939A,HundredGigE0/3/0/11/2.4001,100000,NWRKNJ02-0662323A,I1001/OTUC2/NWRKNJ02/NWRKNJIR,JRCYNJJO-0223306A,I1001/OTUC2/NWRKNJ02/NWRKNJIR,L1 circuit field is correct as provided
I1001/GE40/MSPQNYMP/MSPQNYMP,MSPQNYMP-0223209A,FortyGigE0/0/0/4.4001,MSPQNYMP-0223213A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/MRSLPAMV/YRDLPAYL,MRSLPAMV-0110605A,HundredGigE0/4/0/11/2.4001,YRDLPAYL-0116110A,HundredGigE0/6/0/11/2.4001,100000,MRSLPAMV-0110602A,I1001/OTUC2/MRSLPAMV/YRDLPAYL,YRDLPAYL-0116107A,I1001/OTUC2/MRSLPAMV/YRDLPAYL,L1 circuit field is correct as provided
I1001/GE40/BURLNJBU/BURLNJBU,BURLNJBU-0111402A,FortyGigE0/3/0/4.4001,BURLNJBU-0111412A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/MTCLNJMC/RCPKNJ01,MTCLNJMC-0221102A,HundredGigE0/4/0/11/2.4001,RCPKNJ01-0222116A,HundredGigE0/7/0/11/2.4001,100000,MTCLNJMC-0221108A,I1001/OTUC2/MTCLNJMC/RCPKNJ01,RCPKNJ01-0222122A,I1001/OTUC2/MTCLNJMC/RCPKNJ01,L1 circuit field is correct as provided
